type,node0,lon0,lat0,id,bus0,location0,p_nom,carrier,type1,node1,lon1,lat1,bus1,location1,loc_connection
substation,GI_Kuaro,116.0945,-1.8032,,,Kalimantan Timur,,,substation,GI_Grogot,116.1656,-1.8984,41,Kalimantan Timur,
substation,GI_Kuaro,116.0945,-1.8032,,,Kalimantan Timur,,,substation,GI_Longikis,116.3231,-1.5161,42,Kalimantan Timur,
substation,GI_Longikis,116.3231,-1.5161,,,Kalimantan Timur,,,substation,GI_Petung,116.6719,-1.3408,43,Kalimantan Timur,
substation,GI_Petung,116.6719,-1.3408,,,Kalimantan Timur,,,substation,GI_Kariangau,116.792,-1.1657,44,Kalimantan Timur,
substation,GI_Kariangau,116.792,-1.1657,,,Kalimantan Timur,,,substation,GI_Karangjoang,116.8777,-1.1488,45,Kalimantan Timur,
substation,GI_Karangjoang,116.8777,-1.1488,,,Kalimantan Timur,,,substation,GI_Manggar_Sari,116.9488,-1.2383,46,Kalimantan Timur,
substation,GI_Manggar_Sari,116.9488,-1.2383,,,Kalimantan Timur,,,substation,GI_Industri,116.8411,-1.262,47,Kalimantan Timur,
substation,GI_Manggar_Sari,116.9488,-1.2383,,,Kalimantan Timur,,,substation,GI_Senipah,117.135,-0.9869,48,Kalimantan Timur,
substation,GI_Karangjoang,116.8777,-1.1488,,,Kalimantan Timur,,,substation,GI_Harapan_Baru,117.1063,-0.547,49,Kalimantan Timur,
substation,GI_Harapan_Baru,117.1063,-0.547,,,Kalimantan Timur,,,substation,GI_Tengkawang,117.1136,-0.5024,50,Kalimantan Timur,
substation,GI_Tengkawang,117.1136,-0.5024,,,Kalimantan Timur,,,substation,GI_Embalut,117.0518,-0.3816,51,Kalimantan Timur,
substation,GI_Embalut,117.0518,-0.3816,,,Kalimantan Timur,,,substation,GI_Bukit_Biru,116.978,-0.456,52,Kalimantan Timur,
substation,GI_Bukit_Biru,116.978,-0.456,,,Kalimantan Timur,,,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,
substation,GI_Harapan_Baru,117.1063,-0.547,,,Kalimantan Timur,,,substation,GI_Bukuan,117.193,-0.5832,54,Kalimantan Timur,
substation,GI_Bukuan,117.193,-0.5832,,,Kalimantan Timur,,,substation,GI_Muara_Jawa,117.1886,-0.7806,55,Kalimantan Timur,
substation,GI_Bukuan,117.193,-0.5832,,,Kalimantan Timur,,,substation,GI_Sambutan,117.2139,-0.5242,56,Kalimantan Timur,
substation,GI_Sambutan,117.2139,-0.5242,,,Kalimantan Timur,,,substation,GI_Muara_Badak,117.2925,-0.316,57,Kalimantan Timur,
substation,GI_Muara_Badak,117.2925,-0.316,,,Kalimantan Timur,,,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,
substation,GI_Teluk_Pandan,117.435,0.1614,,,Kalimantan Timur,,,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,
substation,GI_Malinau,116.6286,3.5114,,,Kalimantan Utara,,,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,
substation,GI_Muara_Wahau,116.9215,1.0533,,,Kalimantan Timur,,,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,
substation,GI_Muara_Wahau,116.9215,1.0533,,,Kalimantan Timur,,,substation,GI_Bulungan,117.3678,2.8101,63,Kalimantan Utara,
substation,GI_Bulungan,117.3678,2.8101,,,Kalimantan Utara,,,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,
